,FBPost,Label
924,"Rashean... you are a great example of why people need books.""Create source of income first jackass how do u propose they pay for the books the wanna read when they can hardly afford food.these people are dining from hunger and thirst and u wanna give them a kindle your effing sick if u see kids in rags traveling miles away so they can have drinking water and your first thought is to give them a kindle""Create (a) source of income first jackass(.) (H)ow do (yo)u propose they pay for the books (Im assuming you mean ""they want to"")the wanna read when they can hardly afford food.( T )these people are (dying?)dining from hunger and thirst and (yo)u (want to)wanna give them a kindle(.) (Y)our (f-ing) effing sick if (yo)u see kids in rags traveling miles away so they can have drinking water and your first thought is to give them a kindleAlso, Im sure no one here is suggesting you go find a community that has no food, no running water and no electricity and give them an electronic device. They mean to go to poverty struck areas where children cant afford books, but already have the basics, i.e. (that means for example) food and water and give those children a means to get an education they wouldnt otherwise have.",N
925,I would like a kindle sent to me...,P
926,might have a point but what revolution would come from reading the classics?,O
927,"@Judy: loaning books on kindle is available. Go to your amazon account, manage your account, check the books listed and see which ebooks are available to loan not all are. They will be a box by each of the book titles that you will have click on that will read if the ebook can be loaned out. Then just follow the rest.   ",O
928,I live in Africa! You can send me a Kindle!,O
929,Do you have an office in India?,O
930,"Katie, regarding your correction and comments above, I guess you didnt realize that ""your effing sick"" should actually be ""youre"", not just capitalized.  And I believe the phrase is ""poverty stricken"" not ""poverty struck"".",O
931,"Some disgusting comments on this post! ""I would rather send condoms or the pill!"" uh I think America and the Uk could benefit from those also looking at the single teen pregnancies, but our kids still have access to the kindle! Come on guys....Grow up please! ",O
932,BRilliant idea....how much battery life that thing have tho? pair it with a generator so they can charge it!,P
933,First like. :D,P
934,i <3 my Kindle ^_^,O
935,I LOVE MINE,P
936,Skvělý stroj... !!!,O
937,I still miss that catchy jingle from the original ad.,O
938,long live the kindle!,O
939,"At first i read ""Check out our newest Kindle!"" lol",P
940,Gimme a break - who the hell runs smiling this way with a Kindle?,N
941,"Decent commercial, i wish i knew why you do these soft sale pitches, the kindle  rocks and deserves better, show people how great the KINDLE is!",P
942,I love mine also.,P
943,Fist like.and good,P
944,"same, my kindle is everything to me, im on it more than my ipod or laptop at times.",O
945,I LOVE MY KINDLE  :),P
946,Great Kindle,P
947,"i saw this pop up on facebook, looked up and saw the add come on the TV LOL",P
948,Love my Kindle!!,P
949,I love my Kindle  my best friend,P
950,"I love my Kindle, though the publishing industry seems dead set on killing it off with their idiotic pricing schemes.",N
951,El mejor regalo tecnológico que he adquirido en el último año...de verdad lo recomiendo a todos mis amigos...,O
952,"oooh i LOVE my kindle, just wondering do most kindle owners use their Kindle with the leather cover on or not ???  I use it with the cover myself  . . .",P
953,LOVE LOVE LOVE my Kindle.,P
954,Not a very clever ad. I love my Kindle but this was a bit wet.,P
955,"Love, love, love my Kindle!!!",P
956,I read more with my Kindle than I have in years,O
957,Gotta luv the Kindle!!,P
958,I read more with my Kindle than I have in years,O
959,Gotta luv the Kindle!!,P
960,"Ive always said that books are my best friend, but I love my kindle much more than that ;-)",P
961,Love the commercial cant do without my Kindle.,P
962,I use the cover at all times.,O
963,While I like this commercial my favorite is the one where they people are by the pool in the sunlight =),P
964,"My Kindle was the best thing for my eyes!  I love to read, but often didnt because my eyes would tire so quickly, no longer the case!",P
965,Great tag line: The Book Lives On,P
966,@Jacek- right! Always use protection!,O
967,LOVE IT!! Makes me want another Kindle. :),P
968,Am loving my Kindle so much I should name it.,P
969,"I love my kindle, and I love the customer support that comes with it. My cats knocked my original one off the dresser, and Amazon gave me a free replacement since they said it was covered under the limited warranty. The replacement was there the next day!",P
970,I love my Kindle!,P
971,Well been comparing Kindle with Color Nook and well really would like that Color Nook,P
972,I love my kindel,P
973,Best Invention since sliced bread!:-),P
974,Love my Kindle <3,P
975,Welcome to Scranton is now available on the Kindle for only $2.99.Its a wild ride through Scranton.http://www.amazon.com/Welcome-to-Scranton-ebook/dp/B004AYD6LW/ref=tmm_kin_title_0?ie=UTF8&m=AG56TWVU5XWC2&qid=1298310486&sr=1-1,O
976,"mmm No esto no es un iPad, es un libro; No tampoco es una compu, es un libro; No no tiene juegos, es un libro; Si tiene wi-fi, si tiene conectividad 3g gratis en todo el mundo de por vida, Si se pueden leer los libros que bajas de internet, no no tienes que comprárselos a AMAZON si no quieres. Si, se pueden meter dentro de este libro electrónico miles de libros digitales. Si se pueden leer los .doc .pdf etc convirtiéndolos con una herramienta muy muy simple de usar.",N
977,Love my kindle and the leather cover with light is great.,P
978,I love my kindle !!!!!!,P
979,"Now, if the Kindle just had expandable memory...",O
980,Just bought mine and am LOVING it !!!,P
981,"Throw it my purse and go. Have my whole library,some games, docs, and basic web for referencing at my fingure tips for when ever I need it!",N
982,Yall should make The Book Lives On: Amazon Kindle T-shirts and give me one for such a great idea =),P
983,"Now if only it displayed in color e-ink, and had better integration with e-text books, I could stop buying reference books and using my laptop for course reading.... Just saying. Other than that, I adore my kindle.",P
984,"I love my kindle. I downloaded all the book club books on it for the year. I take it everywhere. I use it while I am waiting to pick the kids up at school, after practices, doctors offices, ortho appointments. If you want to appeal to Moms throw some of those scenarios in a commercial.",P
985,Love my Kindle too! Would be lost without it..,O
986,I like my Kindle...I will LOVE my Kindle when they finally allow libraries to check out books to us in the Kindle format.  Come on Amazon lending libraries are a good thing!,P
987,I love MINE!!!,P
988,Love it,P
989,Nice!  I cringed a bit when the people were balancing on fences and leaping around holding their Kindles...Id call that living dangerously!,O
990,I love my Kindle too!!!,P
991,I heart my kindle!!!,O
992,I was reading with it for around 8 hours yesterday and the battery is hardly even drained.  <3 my Kindle!,N
993,Love my Kindle3 + the cover with light. Waiting to buy DX when Wi-fi available.,P
994,SOOOO much better than your other commercials!  Well done!,P
995,I liked it.  Its youth oriented and I think this will further widen its appeal.,P
996,"I think the point of the commercial is that, even with Borders closing many stores and publishers struggling, THE BOOK LIVES ON...just in a different format. The eBook is the future, whether people like it or not, and the Kindle is the best platform for it, in my opinion.",P
997,Kindle 3 is such a great product. I could not be happier with mine! :-),P
998,develop a way to share books!  that is a big drawback.  I love my kindle but hate that I cant share books as easily as I did before.,N
999,I love my kindle! =),P
